product_id,generic_product,product,price,num_of_ratings,avg_rating,image
B07RKYQGG4,Router,"TP-Link AC1200 WiFi Router (Archer A5) - Dual Band Wireless Internet Router, 4 x 10/100 Mbps Fast Ethernet Ports, Supports Guest WiFi, Access Point Mode, IPv6 and Parental Controls",$29.99 ,"4,267",4.4,https://images-na.ssl-images-amazon.com/images/I/51Ipyr-5fSL._AC_SY450_.jpg
B08XXMZ6KB,Router,"Victure Wi-Fi Router for Wireless Internet, AC1200 Dual Band Gigabit Home Router, Gigabit LAN Ports, Supports Guest Wi-Fi, Parental Control, WISP and AP Mode",$42.99 ,21,5,https://images-na.ssl-images-amazon.com/images/I/61LzxnyCpZL._AC_SY355_.jpg
B07L9282JK,Router,"Linksys AC2200 Smart Mesh Wi-Fi Router for Home Mesh Networking, MU-MIMO Tri-Band Wireless Gigabit Mesh Router, Fast Speeds up to 2.2 Gbps, coverage up to 2,000 sq ft, up to 20 devices (MR8300)",-1,"3,274",4.5,https://images-na.ssl-images-amazon.com/images/I/61BEYsbrtlL._AC_SY450_.jpg
B08NBW5WKZ,Router,"WiFi Router- AC2100 Dual-Band Smart Wi-Fi Router Upgrades to 2033 Mbps (5G) High-speed, Features MU-MIMO, 4 Gigabit LAN Ports, ONE SSID, Parental Control, Lifetime Internet Security for Video & Gaming",-1,107,4.3,https://images-na.ssl-images-amazon.com/images/I/71exBHYqAuL._AC_SY355_.jpg
B08J2F6732,Router,"Linksys MR9000 Mesh Wi-Fi Router (Tri-Band Router, Wireless Mesh Router for Home AC3000), Future-Proof MU-Mimo Fast Wireless Router (Renewed)",$124.00 ,112,4.4,https://images-na.ssl-images-amazon.com/images/I/61qEwc%2Bv5sL._AC_SY355_.jpg
B07RF1XD36,Laptop,"Acer Aspire 5 Slim Laptop, 15.6 inches Full HD IPS Display, AMD Ryzen 3 3200U, Vega 3 Graphics, 4GB DDR4, 128GB SSD, Backlit Keyboard, Windows 10 in S Mode, A515-43-R19L, Silver",$364.99 ,"27,043",4.6,https://images-na.ssl-images-amazon.com/images/I/71vvXGmdKWL._AC_SX450_.jpg
B08529BZSQ,Laptop,"HP Chromebook 14-inch HD Laptop, Intel Celeron N4000, 4 GB RAM, 32 GB eMMC, Chrome (14a-na0020nr, Ceramic White)",-1,"2,533",4.6,https://images-na.ssl-images-amazon.com/images/I/91XR%2B02AJBL._AC_SX355_.jpg
B08529TZMC,Laptop,"HP Chromebook 14-inch HD Laptop, Intel Celeron N4000, 4 GB RAM, 32 GB eMMC, Chrome (14a-na0010nr, Mineral Silver)",-1,"1,328",4.5,https://images-na.ssl-images-amazon.com/images/I/91shKLxoedL._AC_SX450_.jpg
B08QXJM323,Laptop,"2021 HP Stream 14"" HD Thin and Light Laptop, Intel Celeron N4000 Processor, 4GB RAM, 64GB eMMC, HDMI, Webcam, WiFi, Bluetooth, 1 Year Microsoft 365, Windows 10 S, Rose Pink, W/ IFT Accessories",$409.95 ,53,4.6,https://images-na.ssl-images-amazon.com/images/I/51HSEWdaL8L._AC_SX355_.jpg
B081V6W99V,Laptop,"ASUS Laptop L210 Ultra Thin Laptop, 11.6” HD Display, Intel Celeron N4020 Processor, 4GB RAM, 64GB Storage, NumberPad, Windows 10 Home in S Mode with One Year of Microsoft 365 Personal, L210MA-DB01",$225.99 ,"6,713",4.3,https://images-na.ssl-images-amazon.com/images/I/810BY5U9baL._AC_SY450_.jpg
B08X1D9WWJ,Laptop,"2021 Newest Dell Inspiron 3000 Laptop, 15.6 HD LED-Backlit Display, Intel Celeron Processor N4020, 8GB DDR4 RAM, 128GB PCIe SSD, Online Meeting Ready, Webcam, WiFi, HDMI, Bluetooth, Win10 Home, Black",$439.00 ,71,4.3,https://images-na.ssl-images-amazon.com/images/I/81UtZBSGhwL._AC_SX355_.jpg
B08PDJGBDJ,Laptop,Lenovo IdeaPad S340 15.6 Full HD Touchscreen AMD Ryzen 7 3700U 12GB RAM 512GB SSD Laptop,-1,27,4.7,https://images-na.ssl-images-amazon.com/images/I/91-5zrCXE4L._AC_SX425_.jpg
B08JWNVBK2,Laptop,HP Laptop Intel Celeron N4020 4GB DDR4 SDRAM 64GB eMMC 14 inch HD LED Display Microsoft 365 1 Year Subscription (White),$298.00 ,68,4.4,https://images-na.ssl-images-amazon.com/images/I/51sX9Nbm7YL._AC_SX425_.jpg
B08V1NQ8S9,Laptop,"ASUS VivoBook 17.3"" FHD IPS LED Backlight Premium Laptop | AMD Ryzen3 3250U | 8GB DDR4 RAM | 256GB SSD | USB Type-C | WiFi | HDMI | Windows 10",$489.00 ,22,4.3,https://images-na.ssl-images-amazon.com/images/I/61cEL7MnmWL._AC_SX425_.jpg
B08H6YZY3Y,Laptop,"HP Chromebook 11-inch Laptop - Up to 15 Hour Battery Life - MediaTek - MT8183 - 4 GB RAM - 32 GB eMMC Storage - 11.6-inch HD Display - with Chrome OS - (11a-na0021nr, 2020 Model, Snow White)",$235.00 ,682,4.6,https://images-na.ssl-images-amazon.com/images/I/716Daz3br%2BL._AC_SX466_.jpg
B084SD48S7,Laptop,"HP Stream 14-inch Laptop, Intel Celeron N4000, 4 GB RAM, 32 GB eMMC, Windows 10 Home in S Mode with Office 365 Personal for 1 Year (14-cb181nr, Royal Blue), Model Number: 9MV82UA#ABA",$290.00 ,"2,859",4.5,https://images-na.ssl-images-amazon.com/images/I/81RCOr3hJOL._AC_SX450_.jpg
B08W2SJRZM,Laptop,"ASUS TUF Gaming A15 Gaming Laptop, 15.6” 144Hz Full HD IPS-Type Display, AMD Ryzen 5 4600H, GeForce GTX 1650 Ti, 8GB DDR4, 512GB PCIe SSD, RGB Keyboard, Windows 10 Home, Bonfire Black, FA506II-AS53",$799.99 ,4,5,https://images-na.ssl-images-amazon.com/images/I/A1A2yQlAXCL._AC_SX425_.jpg
B08CMB8F7C,Laptop,"HP 14 Laptop, AMD 3020e, 4 GB RAM, 64 GB eMMC Storage, 14-inch HD Display, Windows 10 Home in S Mode, Long Battery Life, Microsoft 365, (14-fq0010nr, 2020)",$325.99 ,742,4.5,https://images-na.ssl-images-amazon.com/images/I/81HWnf-usnL._AC_SY606_.jpg
B08NWDG75T,Laptop,"HP 15.6 inch HD LED Display Laptop 2020 (Intel Pentium Gold 6405U Processor, 4 GB DDR4 RAM, 128 GB SSD, HDMI, Webcam, WI-FI, Windows 10 S) Scarlet Red (Renewed)",$315.00 ,7,4.8,https://images-na.ssl-images-amazon.com/images/I/712C0sFQCUL._AC_SY355_.jpg
B07H5B75SY,Laptop,"Asus Chromebook C223 Laptop- 11.6"", Intel Dual-Core Celeron N3350 Processor (Up to 2.4GHz) 4GB RAM, 32GB eMMC Storage- C223NA-DH02-RD Red",$229.00 ,651,4.2,https://images-na.ssl-images-amazon.com/images/I/81Yv8JCqabL._AC_SY450_.jpg
B07GCSDP5H,Laptop,"HP EliteBook 840 G3 14in Laptop, Core i5-6300U 2.4GHz, 16GB Ram, 500GB SSD, Windows 10 Pro 64bit (Renewed)",$403.00 ,107,4.3,https://images-na.ssl-images-amazon.com/images/I/71RQ5diWY7L._AC_SY355_.jpg
B087RTV311,Laptop,"Acer Aspire 5 A515-55-56VK, 15.6"" Full HD IPS Display, 10th Gen Intel Core i5-1035G1, 8GB DDR4, 256GB NVMe SSD, Intel Wireless WiFi 6 AX201, Fingerprint Reader, Backlit Keyboard, Windows 10 Home",$549.99 ,"1,273",4.6,https://images-na.ssl-images-amazon.com/images/I/81AdDRxcO7L._AC_SX355_.jpg
B08H2H89K1,Laptop,"Acer Nitro 5 Gaming Laptop, 10th Gen Intel Core i5-10300H,NVIDIA GeForce GTX 1650 Ti, 15.6"" Full HD IPS 144Hz Display, 8GB DDR4,256GB NVMe SSD,WiFi 6, DTS X Ultra,Backlit Keyboard,AN515-55-59KS",$708.08 ,"1,739",4.6,https://images-na.ssl-images-amazon.com/images/I/81Z8NvO2TFL._AC_SX355_.jpg
B01F5PSKGA,Laptop,"Acer C720 11.6in Chromebook Intel Celeron 1.40GHz Dual Core Processor, 2GB RAM, 16GB W/Chrome OS (Renewed)",$148.98 ,310,4,https://images-na.ssl-images-amazon.com/images/I/51sp7mHlGpL._AC_SY355_.jpg
B08HSNRFTX,Laptop,Dell Inspiron 3583 15” Laptop Intel Celeron – 128GB SSD – 4GB DDR4 – 1.6GHz - Intel UHD Graphics 610 - Windows 10 Home - Inspiron 15 3000 Series - New,$345.90 ,80,4.4,https://images-na.ssl-images-amazon.com/images/I/7150w5ZxZ9L._AC_SX425_.jpg
B08HCM9RRN,Laptop,"HP 17.3"" Non-Touch Laptop Intel 10th Gen i5-1035G1, 1TB Hard Drive, 12GB Memory, DVD Writer, Backlit Keyboard, Windows 10 Home Silver",$697.00 ,93,4.5,https://images-na.ssl-images-amazon.com/images/I/61IMApAABPL._AC_SX425_.jpg
B08H4YTTLP,Laptop,"ASUS VivoBook 15 F515 Thin and Light Laptop, 15.6” FHD Display, Intel Core i3-1005G1 Processor, 4GB DDR4 RAM, 128GB PCIe SSD, Fingerprint Reader, Windows 10 Home in S Mode, Slate Grey, F515JA-AH31",$349.99 ,"3,197",4.5,https://images-na.ssl-images-amazon.com/images/I/81oVSSITRQL._AC_SX450_.jpg
B08T5VRPLK,Laptop,"2021 Newest HP Stream 11.6"" HD Laptop Computer, Intel Celeron N4020 Processor, 4GB RAM, 64GB eMMC Flash Memory, 1-Year Office 365, HDMI, Bluetooth, Windows 10, Pink, AllyFlex MP, Online Class Ready",$319.00 ,120,4.6,https://images-na.ssl-images-amazon.com/images/I/51ZpUuQjKGL._AC_SX355_.jpg
B07M8QVTK1,Laptop,"HP Chromebook 14-inch Laptop with 180-Degree -Hinge, Touchscreen Display, AMD Dual-Core A4-9120 Processor, 4 GB SDRAM, 32 GB eMMC Storage, Chrome OS (14-db0090nr, Ink Blue)",$279.00 ,"3,878",4.4,https://images-na.ssl-images-amazon.com/images/I/91U944ASZ3L._AC_SX355_.jpg
B0894DBTRV,Laptop,Newest HP Pavilion Intel Pentium Silver N5000 4GB 128GB SSD Windows 10 Laptop Red,$378.99 ,"1,046",4.5,https://images-na.ssl-images-amazon.com/images/I/717ywJDnAHL._AC_SY355_.jpg
B07YNK3R68,Laptop,"Microsoft Surface Laptop 3 – 13.5"" Touch-Screen – Intel Core i5 - 8GB Memory - 128GB Solid State Drive (Latest Model) – Platinum with Alcantara",-1,"1,514",4.5,https://images-na.ssl-images-amazon.com/images/I/71h6PpGaz9L._AC_SX355_.jpg
B08N38VPL7,Laptop,"HP 15 Laptop, AMD Ryzen 3 3250U Processor, 8 GB RAM, 256 GB SSD Storage, 15.6-inch HD Micro-Edge Display, Windows 10 Home, Long-Lasting Battery, HP Fast Charge, 720p Webcam (15-ef1021nr, 2020)",$485.99 ,367,4.6,https://images-na.ssl-images-amazon.com/images/I/71L5ugv8QWL._AC_SX466_.jpg
B08KGZ79N6,Laptop,"HP 15 Laptop, 11th Gen Intel Core i5-1135G7 Processor, 8 GB RAM, 256 GB SSD Storage, 15.6” Full HD IPS Display, Windows 10 Home, HP Fast Charge, Lightweight Design (15-dy2021nr, 2020)",$629.00 ,228,4.4,https://images-na.ssl-images-amazon.com/images/I/81skV7BufjL._AC_SX425_.jpg
B08KGYDR16,Laptop,"HP Pavilion 15 Laptop, 11th Gen Intel Core i7-1165G7 Processor, 16 GB RAM, 512 GB SSD Storage, Full HD IPS Micro-Edge Display, Windows 10 Pro, Compact Design, Long Battery Life (15-eg0021nr, 2020)",-1,873,4.5,https://images-na.ssl-images-amazon.com/images/I/7156VgoIhdL._AC_SY450_.jpg
B08HHT31TS,Laptop,"2020 HP 15.6"" HD LED Display Laptop, Intel Pentium Gold 6405U Processor, 4GB DDR4 RAM, 128GB SSD, HDMI, Webcam, WI-FI, Windows 10 S, Scarlet Red",-1,489,4.6,https://images-na.ssl-images-amazon.com/images/I/717ywJDnAHL._AC_SX425_.jpg
B08PQFKHC7,Laptop,"2020 HP Stream 11.6 inch Laptop Computer Intel Celeron N4020 Upto 2.8 GHz, 4GB RAM, 32GB eMMC Storage, Windows 10 Home, 13Hr Battery Life, Office 365 1Year, (Rose Pink)",$315.00 ,23,4.7,https://images-na.ssl-images-amazon.com/images/I/6110B7pFn3L._AC_SX425_.jpg
B08HLD598L,Laptop,"Lenovo IdeaPad 3 15.6 Laptop, AMD Ryzen 5 3500U 8GB Memory, 256GB SSD, Windows 10",$499.00 ,15,4.5,https://images-na.ssl-images-amazon.com/images/I/715VAnEIW5L._AC_SX425_.jpg
B083ZZ96PT,Printer,"HP ENVY 6055 Wireless All-in-One Printer, Mobile Print, Scan & Copy, Works with Alexa (5SE16A)",-1,"7,105",4.4,https://images-na.ssl-images-amazon.com/images/I/71JC-HTuqcL._AC_SY355_.jpg
B083ZY9FJG,Printer,"HP DeskJet Plus 4155 Wireless All-in-One Printer, Mobile Print, Scan & Copy, HP Instant Ink Ready, Auto Document Feeder, Works with Alexa (3XV13A)",-1,"7,212",4,https://images-na.ssl-images-amazon.com/images/I/71Gt4JY7SCL._AC_SX355_.jpg
B08FF2X3PV,Printer,"Canon TR8620 All-In-One Printer For Home Office | Copier |Scanner| Fax |Auto Document Feeder | Photo and Document Printing | Airprint (R) and Android Printing, Black",-1,656,4.4,https://images-na.ssl-images-amazon.com/images/I/81u9Oh1hgPL._AC_SX355_.jpg
B08PCCXXJ2,Printer,Canon TS3322 Wireless All in One Printer - White,$89.00 ,657,4.2,https://images-na.ssl-images-amazon.com/images/I/71-HLKNR6TL._AC_SX355_.jpg
B010A7TZJY,Printer,"Canon PIXMA MG3620 Wireless All-In-One Color Inkjet Printer with Mobile and Tablet Printing, White",$118.00 ,"12,833",4.2,https://images-na.ssl-images-amazon.com/images/I/81RqWNwR39L._AC_SX450_.jpg
B078X1DQ2Y,Printer,"Canon TS202 Inkjet Photo Printer, Black",-1,"2,455",4,https://images-na.ssl-images-amazon.com/images/I/91DlzPRjSaL._AC_SX355_.jpg
B07W7FF8QQ,Printer,,-1,-1,-1,
B07PX8LFHC,Printer,"Epson EcoTank ET-4760 Wireless Color All-in-One Cartridge-Free Supertank Printer with Scanner, Copier, Fax, ADF and Ethernet - Black",-1,"5,739",4.4,https://images-na.ssl-images-amazon.com/images/I/81dR5XQnLtL._AC_SY355_.jpg
B083ZYLGGR,Printer,"HP Color LaserJet Pro M283fdw Wireless All-in-One Laser Printer, Remote Mobile Print, Scan & Copy, Duplex Printing, Works with Alexa (7KW75A)",-1,"1,468",4.6,https://images-na.ssl-images-amazon.com/images/I/61gEX8fpnpL._AC_SX355_.jpg
B07DL838W9,Printer,Brother MFC-J497DW Inkjet Multifunction Printer - Color - Plain Paper Print - Desktop,$165.00 ,782,4.4,https://images-na.ssl-images-amazon.com/images/I/513mkc3wKDL._AC_SY355_.jpg
B083ZZMLQS,Printer,"HP ENVY Pro 6455 Wireless All-in-One Printer, Mobile Print, Scan & Copy, Auto Document Feeder, Works with Alexa (5SE45A)",-1,"5,669",4.4,https://images-na.ssl-images-amazon.com/images/I/71C6bu2yzpL._AC_SX355_.jpg
B07N1DF9VV,Printer,"HP OfficeJet Pro 9015 All-in-One Wireless Printer, with Smart Home Office Productivity, HP Instant Ink, Works with Alexa (1KR42A)",-1,"8,386",4.4,https://images-na.ssl-images-amazon.com/images/I/71yIsCOOIAL._AC_SX355_.jpg
B08BHDWM2R,Printer,"HP Envy 6075 Wireless All-in-One Printer, Includes 2 Years of Ink Delivered, Mobile Print, Scan & Copy, Compatible with Alexa (8QQ97A)",-1,176,4.3,https://images-na.ssl-images-amazon.com/images/I/710rUw1kSeL._AC_SY355_.jpg
B074P4T1FT,Printer,"HP ENVY Photo 7855 All in One Photo Printer with Wireless Printing, HP Instant Ink ready, Works with Alexa (K7R96A)",-1,"4,484",4.4,https://images-na.ssl-images-amazon.com/images/I/81UewG86z7L._AC_SY355_.jpg
B08NY2YNCR,Printer,"HP Envy Pro 6458 All-in-One Color Inkjet Printer, Copy, Scan, Mobile fax, Instant Ink Ready, 5SE48A (Renewed)",$109.00 ,42,3.9,https://images-na.ssl-images-amazon.com/images/I/61pFNm4nDPL._AC_SY355_.jpg
B074P4ZS68,Printer,"HP ENVY Photo 7155 All in One Photo Printer with Wireless Printing, HP Instant Ink or Amazon Dash Replenishment Ready (K7G93A)",-1,"3,684",4.4,https://images-na.ssl-images-amazon.com/images/I/71z66FhVWqL._AC_SY355_.jpg
B07PX8LFHC,Printer,"Epson EcoTank ET-4760 Wireless Color All-in-One Cartridge-Free Supertank Printer with Scanner, Copier, Fax, ADF and Ethernet - Black",-1,"5,739",4.4,https://images-na.ssl-images-amazon.com/images/I/81dR5XQnLtL._AC_SY355_.jpg
B08PCCXXJ2,Printer,Canon TS3322 Wireless All in One Printer - White,$89.00 ,657,4.2,https://images-na.ssl-images-amazon.com/images/I/71-HLKNR6TL._AC_SX355_.jpg
B074P4T1FT,Printer,"HP ENVY Photo 7855 All in One Photo Printer with Wireless Printing, HP Instant Ink ready, Works with Alexa (K7R96A)",-1,"4,484",4.4,https://images-na.ssl-images-amazon.com/images/I/81UewG86z7L._AC_SY355_.jpg
B083ZYLGGR,Printer,"HP Color LaserJet Pro M283fdw Wireless All-in-One Laser Printer, Remote Mobile Print, Scan & Copy, Duplex Printing, Works with Alexa (7KW75A)",-1,"1,468",4.6,https://images-na.ssl-images-amazon.com/images/I/61gEX8fpnpL._AC_SX355_.jpg
B074P4ZS68,Printer,"HP ENVY Photo 7155 All in One Photo Printer with Wireless Printing, HP Instant Ink or Amazon Dash Replenishment Ready (K7G93A)",-1,"3,684",4.4,https://images-na.ssl-images-amazon.com/images/I/71z66FhVWqL._AC_SY355_.jpg
B0844PNL78,Printer,"HP Neverstop All-in-One Laser Printer 1202w, Wireless Laser with Cartridge-Free Monochrome-Toner-Tank (5HG92A)",-1,"1,225",4.3,https://images-na.ssl-images-amazon.com/images/I/51TqWgpfXmL._AC_SX355_.jpg
B079QRKWLX,Printer,"HP LaserJet Pro M15w Wireless Laser Printer, Works with Alexa (W2G51A)",-1,"5,121",4.5,https://images-na.ssl-images-amazon.com/images/I/51uycaCzskL._AC_SX355_.jpg
B0763ZCH7K,Printer,"Brother Monochrome Laser Printer, Compact All-In One Printer, Multifunction Printer, MFCL2710DW, Wireless Networking and Duplex Printing, Amazon Dash Replenishment Ready",$199.99 ,"9,412",4.5,https://images-na.ssl-images-amazon.com/images/I/51zaBwi4cuL._AC_SY355_.jpg
B07C4V4WWF,Printer,"Brother Wireless All-in-One Inkjet Printer, MFC-J491DW, Multi-function Color Printer, Duplex Printing, Mobile Printing,Amazon Dash Replenishment Enabled, Black, 8.5 (MFCJ491DW)",-1,"4,213",4.3,https://images-na.ssl-images-amazon.com/images/I/71fmFhdA3oL._AC_SY355_.jpg
B07DL838W9,Printer,Brother MFC-J497DW Inkjet Multifunction Printer - Color - Plain Paper Print - Desktop,$165.00 ,782,4.4,https://images-na.ssl-images-amazon.com/images/I/513mkc3wKDL._AC_SY355_.jpg
B00MWDUXZ0,Printer,"Canon Image CLASS LBP6230dw Wireless Laser Printer, White, Space Saving",-1,"2,514",4.2,https://images-na.ssl-images-amazon.com/images/I/61zf1bjgNnL._AC_SX355_.jpg
B07DLWM1JQ,Printer,"HP LaserJet Pro M29w Wireless All-in-One Laser Printer, Works with Alexa (Y5S53A)",-1,"3,175",4.5,https://images-na.ssl-images-amazon.com/images/I/71N7y7DHrCL._AC_SX450_.jpg
B079GWK2Q3,Printer,"Epson Expression Home XP-5100 Wireless Color Photo Printer with Scanner & Copier, Amazon Dash Replenishment Ready",$140.00 ,92,3.8,https://images-na.ssl-images-amazon.com/images/I/81M6CTeCj9L._AC_SX355_.jpg
B082VY2RMY,Printer,"Lexmark B3340dw Monochrome Laser Printer with Full-Spectrum Security and Print Speed up to 40 ppm(29S0250), Gray/White, Small",$176.22 ,395,4.1,https://images-na.ssl-images-amazon.com/images/I/61KJNn6ChKL._AC_SX355_.jpg
B07FN93WW7,Printer,"Epson Expression Premium XP-7100 Wireless Color Photo Printer with ADF, Scanner and Copier, Black",-1,"2,069",4.3,https://images-na.ssl-images-amazon.com/images/I/51-S3fwBYkL._AC_SX425_.jpg
B01LZ662EM,Printer,"Canon MG Series PIXMA MG2525 Inkjet Photo Printer with Scanner/Copier, Black",-1,"1,310",4.2,https://images-na.ssl-images-amazon.com/images/I/81ZM7jvHEKL._AC_SX450_.jpg
B07CRG94G3,Data Storage,"Seagate Portable 2TB External Hard Drive Portable HDD – USB 3.0 for PC, Mac, PS4, & Xbox - 1-Year Rescue Service (STGX2000400)",$59.99 ,"116,561",4.7,https://images-na.ssl-images-amazon.com/images/I/81tjLksKixL._AC_SY450_.jpg
B0713WPGLL,Data Storage,"WD 4TB Elements Portable External Hard Drive HDD, USB 3.0, Compatible with PC, Mac, PS4 & Xbox - WDBU6Y0040BBK-WESN",$89.99 ,"149,134",4.7,https://images-na.ssl-images-amazon.com/images/I/71VB--jaeSL._AC_SY450_.jpg
B079D3D8NR,Data Storage,"Toshiba (HDTB420XK3AA) Canvio Basics 2TB Portable External Hard Drive USB 3.0, Black",$57.99 ,"32,230",4.7,https://images-na.ssl-images-amazon.com/images/I/910A6B1Sa4L._AC_SX355_.jpg
B076MPMZDV,Data Storage,"WD 6TB Elements Desktop Hard Drive HDD, USB 3.0, Compatible with PC, Mac, PS4 & Xbox - WDBWLG0060HBK-NESN",$124.88 ,"14,591",4.7,https://images-na.ssl-images-amazon.com/images/I/71MDGnNGWYL._AC_SY450_.jpg
B00JKM0A36,Data Storage,BUFFALO LinkStation 210 2TB Home Office Private Cloud Data Storage with Hard Drives Included,$119.99 ,"1,123",4.1,https://images-na.ssl-images-amazon.com/images/I/81xt-r21p2L._AC_SY450_.jpg
B01HD6ZLQ6,Data Storage,Seagate STEL8000100 Backup Plus Hub 8TB External Desktop Hard Drive Storage,$165.99 ,"7,536",4.5,https://images-na.ssl-images-amazon.com/images/I/51h0LDhlxUL._AC_SY355_.jpg
B08Z4HMN88,Data Storage,"External Hard Drive 1TB 2TB, Portable Hard Drive External USB 3.1/Type-C Slim Hard Drive Data Storage Compatible with PC, Laptop and Mac (2TB-Black)",$49.99 ,-1,-1,https://images-na.ssl-images-amazon.com/images/I/51cpUAaDLfL._AC_SY450_.jpg
B08X6P923G,Data Storage,Kaulrey USB Flash Drive 1TB USB 3.0 Flash Drive High Speed Thumb Drive Memory Stick Data Storage Drive 1TB Waterproof USB Stick Compatible with Computer/Laptop(1000gb),-1,16,3.5,https://images-na.ssl-images-amazon.com/images/I/51EWFWPfrKL._AC_SY355_.jpg
B07TZXPDXP,Data Storage,"2.5"" 500GB Ultra Slim Portable External Hard Drive Sengert USB3.0 Mobile HDD Storage Compatible for PC, Desktop, Laptop, Xbox One, Xbox 360(Black)",-1,499,4.6,https://images-na.ssl-images-amazon.com/images/I/316yARb9NXL._AC_SY355_.jpg
B00IRV005E,Data Storage,"LaCie LAC9000298 Rugged Mini 2TB External Hard Drive Portable HDD - USB 3.0 USB 2.0 Compatible, Drop Shock Dust Rain Resistant Shuttle Drive, For Mac And PC Computer Desktop Workstation PC Laptop",$89.99 ,"7,348",4.7,https://images-na.ssl-images-amazon.com/images/I/71-9sugQcUL._AC_SY450_.jpg
B07HCH26MC,Data Storage,"32GB Flash Drive Pack of 10 Thumb Drives Bulk, Kepmem Metal USB 2.0 Memory Sticks Swivel Pen Drive 32 GB, Portable Keychain Jump Drive Colorful Multipack Value Zip Drives for Data Storage",$29.99 ,"2,859",4.7,https://images-na.ssl-images-amazon.com/images/I/61FuZJvEdWL._AC_SX355_.jpg
B00TKFCYP0,Data Storage,"SanDisk 128GB Cruzer USB 2.0 Flash Drive - SDCZ36-128G-B35, Black/Red",$18.99 ,"33,686",4.7,https://images-na.ssl-images-amazon.com/images/I/61-zDI%2BhqyL._AC_SX450_.jpg
B07H2RR55Q,Data Storage,Seagate BarraCuda 2TB Internal Hard Drive HDD – 3.5 Inch SATA 6Gb/s 7200 RPM 256MB Cache 3.5-Inch – Frustration Free Packaging (ST2000DM008),$52.99 ,"55,701",4.7,https://images-na.ssl-images-amazon.com/images/I/71Czt9ypIbL._AC_SY355_.jpg
B08V8NW74H,Data Storage,"USB Flash Drive 2.0 USB Thumb Drives External Data Storage for Storing Photo/Video/Music/FileDrive with Rotated Design Memory Stick Storage for Computer/Laptop (1TB, Black)",$29.99 ,-1,-1,https://images-na.ssl-images-amazon.com/images/I/61RYb-O9%2BYL._AC_SX355_.jpg
B07DW1QS67,Data Storage,"AreTop 32GB Flash Drive 10 Pack, USB Flash Stick with Easy-Storage Bag Pen Drive Gig Stick Memory Stick USB2.0 Pendrive 32GB Thumb Drives for Fold Data Storage (10 PCS 32GB- 10 Mix-Colors)",-1,858,4.7,https://images-na.ssl-images-amazon.com/images/I/61JmcvZfU2L._AC_SY355_.jpg
B08YZ67B42,Data Storage,"USB3.1 Flash Drive (1TB) -Speed Data Storage Thumb Stick | Store Movies, Pictures, Files | PC, Smartphone, Support（Golden-2",$15.99 ,-1,-1,https://images-na.ssl-images-amazon.com/images/I/51tY1pyU1IL._AC_SY450_.jpg
B01HD6ZLIY,Data Storage,"Seagate Backup Plus Hub 4TB External Hard Drive Desktop HDD – USB 3.0, for Computer Desktop Workstation PC Laptop Mac, 2 USB Ports, 2 Months Adobe CC Photography (STEL4000100), Model:STEL4000100",-1,"7,536",4.5,https://images-na.ssl-images-amazon.com/images/I/81l5JUeE9wL._AC_SY355_.jpg
B07KCR9LPT,Data Storage,"Aiibe 8 GB Flash Drive 10 Pack USB Flash Drives 8G USB 2.0 Memory Stick Thumb Drive Data Storage Swivel Keychain Design Pen Zip Drives Wholesale/Lot/Bulk (10 Pack, 8GB, Blue)",-1,257,4.7,https://images-na.ssl-images-amazon.com/images/I/61zX%2BO1Si5L._AC_SY355_.jpg
B07F285L1C,Data Storage,"Qubii Photo Storage Device, Auto Backup Photos & Videos, Photo Stick for iPhone [microSD Card Not Included]- White",$39.99 ,410,4.2,https://images-na.ssl-images-amazon.com/images/I/41bR3trI6tL._AC_SY450_.jpg
B08YZ67B42,Data Storage,"USB3.1 Flash Drive (1TB) -Speed Data Storage Thumb Stick | Store Movies, Pictures, Files | PC, Smartphone, Support（Golden-2",$15.99 ,-1,-1,https://images-na.ssl-images-amazon.com/images/I/51tY1pyU1IL._AC_SY450_.jpg
B07HCH26MC,Data Storage,"32GB Flash Drive Pack of 10 Thumb Drives Bulk, Kepmem Metal USB 2.0 Memory Sticks Swivel Pen Drive 32 GB, Portable Keychain Jump Drive Colorful Multipack Value Zip Drives for Data Storage",$29.99 ,"2,859",4.7,https://images-na.ssl-images-amazon.com/images/I/61FuZJvEdWL._AC_SX355_.jpg
B0758NHWS8,Data Storage,"SanDisk 256GB Ultra microSDXC UHS-I Memory Card with Adapter - 100MB/s, C10, U1, Full HD, A1, Micro SD Card - SDSQUAR-256G-GN6MA",$33.25 ,"661,009",4.7,https://images-na.ssl-images-amazon.com/images/I/619jta1rF4L._AC_SX450_.jpg
B00IRV005E,Data Storage,"LaCie LAC9000298 Rugged Mini 2TB External Hard Drive Portable HDD - USB 3.0 USB 2.0 Compatible, Drop Shock Dust Rain Resistant Shuttle Drive, For Mac And PC Computer Desktop Workstation PC Laptop",$89.99 ,"7,348",4.7,https://images-na.ssl-images-amazon.com/images/I/71-9sugQcUL._AC_SY450_.jpg
